path,format,ocr
OCR_dataset/mss94-28_008_016/3.pdf,typed,"watney
Paying
for Aids
As the Government announces a 66 per cent
cut in its grant to the Terrence Higgins Trust,
SIMON WATNEY examines the state of UK
HIV/Aids funding
DEALLY, funding for HIV and Aids
known as Section 64 funding, should
strably greatest.
cute bito deeper into the NHS and local
would be directly based on the
henceforth be restricted to a maximum
This is not an ""equal opportunity""
government, that either health author-
most reliable, up to date statistics.
of £450,000 per annum, per organi-
epidemic. The same quantities of fund-
ities or local authorities will be prepared
Changing HIV figures would pro-
sation. The Terrence Higgins Trust's
ing are net needed for every social
to ""purchase"" services by contract from
vide the basis for general and target-
annual grant will thus be cut from
constituency. For the foreseeable
the voluntary sector organisations with
ed HIV prevention work, whilst chang.
£145,000 down to £150,000 over the
future it will continue to be gay men
greatest experience. Certainly it would
ing Aids figures would determine
next three years. This is justified by the
who make up the great majority of
be most regrettable If district health
planning for hospital and community-
government as a means to ""provide a
cases. and who are at greatest risk. In
authorities, mostly themselves far away
based services, including the cost of
proper balance between [Aids] and
retrospect, one of the greatest
from the metropolitan centres of the
treatment drugs. Unfortunately how-
other pressing demands"", and 10
tragedies in the management of the
epidemic amonget gay and bisexual
ever, the real current and future needs
release funds to open up new areas of
UK epidemic has been the way in
men, become able to define and con-
of the epidemic continue 10 be
work.
which central government has direct-
tro! HIV/Aids policies In the Inner cities
obscured by complex social, cultural
However, the Department of Health
ed vast sums of money to provide HIV
because they hold the purse-strings
and political factors.
has also clearly stated that the new (is-
education and support services where
on which non-government Alds service
The British government has in fact
cal policy 'in no way represents a less-
they are least needed, rather than
organisations such as THT will increas-
spent a very great deal of money
ening of our commitment to HIV/Aids
where they are most wanted.
ingly depend.
indeed in the name of HIV/Alds work,
in general"". ""In the same way,"" health
For example, there are now some
Bluntly speaking, this means that if
yet much if not most of this has been
minister Baroness Cumberlege said,
230 full-time HIV co-ordinators work.
districts won't purchase services far-
wasted, as the result of bad research
""the maintenance of the grant to the
ing in local districts of the National
geted at gay men, those services will
and bad policies. Government funding
Terrence Higgins Trust at what Is still
Health Service. One certainly hopes
have to rely on private sector funds if
continues to be based on the hope-
a comparatively high level, compared
that they have some impact in pre-
they are to survive, let alone if they are
lessly misguided approach which it
with many other voluntary bodies, is,
venting heterosoxual transmission.
to be developed. I don't think these are
established in 1986, depicting every-
and is intended to be, the cleares! pos-
However, as Peter Scott, editor of the
necessarily the government's inten.
one iii Britain as if we are all at equal
sible demonstration of the value we
National Aids Manual, points out. only
tions, but they are nonetheless the
risk from HIV.
attach to the continuing work of the
20 or so of those are working where
most likely results of the present poli-
All along, the goal of preventing a
Trust.""
it actually matters most, in places
cies. We'll end up with hundreds of
hypothetical epidemic resulting from
such as Brighton, Bristol, Manchester,
awful, moralistic, useless, so-called
heterosexual transmission has been
Spending choices
Glasgow, and of course London. Fur-
'HIV education"" videos for heterosex-
given priority over the goal of slowing
thermore, as Scott argues. it can be
ual teenagers, more boring posters at
and stopping the real epidemic, which
This may at first sound all very well,
very difficult to persuade district health
the doctor's, and next to nothing being
continues to have a disproportionate
and even ""democratic"", until one stops
authorities 10 spend their money wise-
done for gay men.
impact amongst gay and bisexual men.
to ask oneself what other Incurable
ly, or sometimes to spend it at all.
Nor, unfortunately, are Aids charities
epidemics are currently rile In Britain?
since this repeatedly involves battles
Collaboration
necessarily immune 10 the same mis-
Indeed, it is the very idea that the work
on a local basis between HIV co-ordi-
guided approach.
of the Terrence Higgins Trust can
nators and their superiors in public
The government is currently send-
But in order to understand the cur.
somehow be compared to that of
health and health promotion, for
ing out somewhat confused and con-
rent crisis in funding it is helpful to look
other non HIV/Alds charities which is
whom Aids is frequently a low priori-
tradictory signals about HIV/Aids poli.
at the complex relationship between
so alarming, for it signals that the gov-
ty, and who tend to lack any sense
cies and funding. Happily the Secretary
the statutory and voluntary sectors.
ernment still has no real sense of the
whatsoever of gay men as 8 social
of State for Health was no! stamped-
Largely as a result of lobbying done
scale of the emergency growing daily
constituency to which they might have
ed by the media Into implementing
by gay men, the government since
in the wake of HIV amongst gay men
8 professional responsibility.
impractical HIV testing policies for NHS
1988 has provided substantial core.
throughout Britain. Nor does it sug-
Unfortunately it is often difficult or
staff. After all, where would such poli-
funding to set up (or ""pump-prime"" as
gest that the government fully appre-
even impossible for the larger region
cies end? Would there be calls for
the jargon goes) new organisations in
ciates that with three quarters of all
al health authorities to make sure that
teachers to be routinely and regularly
the voluntary sector, responding to the
UK HIV/Alds cases being in London,
the money they are obliged to hand on
tested, or even Cabinet Ministers? Yet
emerging needs of the epidemic. If has
11 is unreasonable not to respond
to the districts is being appropriately
Mrs Bottomley does not seem to grasp
now been decided that such resources,
financially where the need is demon-
spent. Nor is il clear that as financial
the urgent need to target resources.
12
GAY TIMES MAY 93
"
OCR_dataset/mss94-28_008_016/6.pdf,typed,"Aids Project. which has resulted from
an unusually enlightened collaboration
between regional health authorities in
north London, whilst being ""housed"" in
the voluntary socior with both the Ter-
rence Higgins Trust and Gay Men
Fighting Aids. This is one example of
a pragmatic, regional response, with
proper planning and initial resourcing,
which proceeds from the recognition
that gay men have particular needs in
London as a whole. Yet it is chilling to
think that even today. nobody has over
conducted a proper, rigorous needs-
assessment for gay men anywhere in
Britain, on the basis of which A prop-
or national Aids plan might be devel-
opod, with clear funding paramelers.
Moral debate
In this respect. the question of who
pays for the Aids crisis constantly
returns US 10 the question of what the
State is actually for? This is not, I think,
a question of party politics. After all,
the Labour Party has consistently failed
Virginia
to understand this epidemic, and In
Holland last year it was a socialist-fem-
Bottomley:
inist who implemented cuts on pre-
Not
vention work for gay men in a manner
addressing
which Mrs Bottomley must have
the real
warmed to. In all of this, the debate we
epidemic
need concerns the very principle of
State responsibility for citizens facing
Whilst the government is doublless
different time-scales, affecting differ-
Similarly, prevention work requires
an unprecedented emergency.
only too glad to be able to off-load
ent social groups according to differ-
a coherent approach, which proceeds
Sadly, It is plainly obvious that In
potentially costly services onto the vol-
ent modes of HIV transmission, and
from a recognition and respect of the
Britain, as in other countries, gay men
untary sector, the latest ""equal oppor-
each requiring different types of
ways in which gay men's lives differ
are not generally regarded as a fun-
(unities' approach to funding from the
response and funding. Nor is it espe-
from those of most heterosexuals,
damental social constituency within the
Department of Health flies in the face
cially surprising that the government
rather than from the delusion that
wider social formation. In funding as
of epidemiological reality. The very
is currently adjusting its HIV/Aids poli-
everyone is exactly the same, regard-
elsewhere it seems that we are losing
charities which face the wholly pre-
cies without consultation with the vol-
less of gender or sexuality. Indeed. it
the moral debate constructed around
diclable increase in Aids cases over
untary sector. since 11 originally allo-
may well be the case that targeted.
HIV/Aids, and it is far from clear how
the coming few years are being pun-
cated funds in the first place without
community-based HIV prevention work
many people in power would agree
ished because their work does not con-
any such consultation.
for gay men cannot realistically be
with Edward King's recent observation
form to the government's dogmatic
The real issue, as Peter Scott
accommodated within the older Aids
that: ""At a time when it is increasingly
""politically correct"" view of the nature
insists, is 'how to deal with an epi-
service organisations, which were
popular to search for complex expla.
of the UK epidemic.
demic cost-effectively, with necessar-
mostly long since de-gayed.
nations for continuing or increasing lev-
Whilst the government wishes to be
ily limited resources"" Clearly, efficient
Perhaps the very notion of charities
els of unsafe sexual behaviour among
seen to prevent the possibility of an
services must be made available to
which attempt to undertake every
gay and bisexual men the most obvi-
epidemic amongst heterosexuals, it is
everyone living with HIV and Aids, and
imaginable task is also out of date and
OUS explanation - lack of continuing
not prepared to address or combat the
this will involve local authorities in rela-
now fundamentally mistaken? Why for
education about saler sex must not
actual epidemic, which is amongst gay
tion to housing and benefits for exam-
example should we expect an organ-
be overlooked. (BMJ, March 20th, p
and bisexual men. As I've been
ple, health authorities in relation to
isation which specialises in housing
792). Right now the most crucial ques-
repeatedly arguing in this column and
treatment and care, and the voluntary
problems facing people with HIV or
tions concern who controls funding,
elsewhere for more years than I some-
sector for further support provision.
Aids to also lead the field in HIV pre-
and how we can win the moral debate
times care to remember, there is not
The vital need to co-ordinate resources
vention, or ""general"" telephone coun-
about HIV/Aids. The two are not
in fact one single epidemic going on at
from such disparate institutions can
selling for that matter? Hence the sig-
unconnected.
all, but several different epidemics, with
only be achieved by central planning
nificance of the recently launched Stop
GAY TIMES MAY 93
3
"
OCR_dataset/mss94-28_008_016/124.pdf,typed,"John James
415/255-4659
15/10/93
02:04 PM
3/5
Technology
Fax broadcast technology as backbone of phone tree.
Ultimately,
electronic mail will be more important than fax. But now and for some time to come,
most organizations will be familiar with fax and set up to receive it, but not ready for e -
mail. Therefore we should start now with fax broadcast, add optional e-mail ASAP, and
offer the choice of receiving alerts either way.
Fax broadcast allows you to send a fax once, from an ordinary fax machine or
from a computer, and have it delivered automatically to dozens, hundreds, or
thousands of fax machines. MCI Mail offers a fax broadcast service which appears very
economical - probably less than the cost of sending on ordinary fax long distance,
and start-up costs are negligible. You maintain your own lists (in their equipment),
using their software on your IBM-compatible computer. For example, you could have
lists of organizations/volunteers by Congressional subcommittees, meaning that you
could send one fax which would automatically go to persons who lived in (or within
local calling distance of) members of the subcommittee and who were interested in the
issue at hand; these recipients would then pick up their phones and call their personal
lists of people willing to make the calls (or write) to their representatives. By keeping
your lists current (as people move, etc.), you could call a targeted national mobilization
and have calls start coming in to all the committee or subcommittee offices the same
day the action alert is composed and approved.
Note that the end recipients (who make the calls to their representatives)
only
need to have a telephone - not a fax. The local organization or organizer who
activates them only needs to receive ordinary fax. Only the central organization(s) need
more technology - a personal computer and a person trained to use the fax-broadcast
system, including its list-maintenance software.
Electronic mail. E-mail is less expensive and more flexible than fax. In
addition, one of its greatest virtues is the doors it opens for working relationships with
thousands of allies in potentially friendly movements (such as the environment, civil
liberties, Latin America or other geographic areas, etc.) whom we might not otherwise
reach.
We should encourage e-mail in general, and offer it as an option for receiving
action alerts (where it not only will save money compared to fax, but encourage two -
way and multi-way communication). Also, e-mail is the best way to circulate drafts of
action alerts, for editing and sign-off by representatives of the different organizations
which are coordinating their alerts.
For more details on e-mail, see ""Electronic Mail for Political Mobilization,
Community Building"" in AIDS Treatment News #172, April 2, 1993.
Politics
This isn't my area of expertise. But as an observer and a ""consumer"" of action
alerts, here is what I would like to see:
"
OCR_dataset/ucsf_mss2015-01_011_062/4.pdf,typed,"I, DONALD P. FRANCIS, declare as follows:
1. I am a physician licensed by the State of California and board certified in Pediatrics. I
received my M.D. from Northwestern University in 1968 and my D.Sc. (Doctor of Science) from
Harvard University in 1979.
2. I am the Centers for Disease Control AIDS Advisor to the California Department of Health
Services. My qualifications are detailed in my Curriculum Vitae which is attached hereto as
Exhibit A and incorporated herein by reference. I make this declaration of my personal
knowledge and/or experience. For the last seven years, my professional career has specifically
dealt with and focused on AIDS and the AIDS virus. I have studied and am fully knowledgeable
about all past and current research studies and articles on AIDS and related subjects, especially
the transmission of the AIDS virus.
3. I have worked with the Centers for Disease Control (CDC) since 1971 and have been involved
in the study and/or treatment of national and international infectious disease problems, including
the eradication of smallpox in Africa and the India subcontinent; the cholera epidemic in Africa
and the smallpox epidemic in Yugoslavia. I am presently a lecturer at the University of
California, at San Francisco Medical School and the University of California School of Public
Health on the subject of AIDS. I have worked in the AIDS field continously since 1981, and
coordinated all AIDS laboratory activity at CDC prior to my present employment.
4. I have published numerous articles and AIDS that have appeared in Science Magazine, the New
England Journal of Medicine, and the Journal of the American Medical Association. Among the
articles I have written are ""Human Retro Virus in Acquired Immune Deficiency Syndrome"" which
is published in a book entitled RNA Tumor Virus, Oncogenes, Human Cancer and AIDS, 1984;
""Evidence for HTLV-LAV Infection in Families in Children with AIDS"", Pediatric Infectious
Diseases, July 1985; ""Transfusion Associated AIDS"", New England Journal of Medicine, 1985;
""Natural History of Infection LAV-HTLV III"", Annals of Internal Medicine, 1985; ""HTLV-III in
Apparently Healthy Homosexual Men"", Annals of Internal Medicien, 1985; ""Prospects and
Pathways Toward a Vaccination for AIDS"", New England Journal of Medicine, 1985.
5. I served as Chairman of several sessions at both the First and Second International
Conferences on AIDS and servid on the program committee for both conferences.
6. There is a large study which is examining the transmission of the AIDS virus in families
containing infected children being conducted by the Centers for Disease Control. I discussed the
on-going results of that study with Dr. Harold Jaffe from CDC today and he informed me that
there has been no infection (as measured by antibody testing) of any family contact including
several that have been bitten by the infected child.
7. The recent report in Lancet of the child in Germany was investigated by Dr. Jaffe at CDC and
he informed me that the source of infection for the older child in the home of the infected young
child remains a mystery. There was a history of biting in that case but the role it played in
transmission is unknown, since the two children had multiple other types of household contact.
This case is of concern, since it may be the first case of household transmission. But it is
important to differentiate this situation, which involves a very young child, from a school
situation. Infants and very young children are a group for which the CDC recommendations are
purposefully vague, since the true risk of transmission from them and their contacts is not
known. From current information, their risk to others appears to be very low, but more
information is required.
I declare under penalty of purjury that the foregoing is true and correct under the laws of the
State of California.
Executed this the 16th day of October 1986 at Berkeley
"
OCR_dataset/ucsf_mss2015-01_011_060/10.pdf,typed,"Connie Wofsy, M.D.
George Lemp, Dr.P.H.
Associate Director of the Division of AIDS Activity
Chief, Surveillance Department
San Francisco General Hospital
San Francisco Department of Health
Ward 84
1111 Market Street
San Francisco CA 94110
4th Floor
San Francisco CA 94103
Warren Winkelstein, M.D., MPH
John S. Greenspan, B.Sc.,BDS, PhD
Professor, Epidemiology
Director
Epidemiology Program
Oral AIDS Center
University of California, Berkeley
University of California, San Francisco
140 Warren Hall
School of Dentistry
Berkeley CA 94720
HSW 604
San Francisco CA 94143-0512
Jim Wiley, Ph.D.
Larry Bye
Assistant Director
President
Survey Research
Communication Technologies
Building C
260 California Street
2538 Channing Way
#803
Berkeley CA 94720
San Francisco CA 94111
John Watters, Ph.D.
Elizabeth Donnegan, M.D.
Director, Urban Health Studies
Director
Haight Asbury Free Medical Clinic
Blood Bank
1779 Haight Street
University of California, San Francisco
San Francisco CA 94117
P.O. Box 0100
San Francisco CA 94142
Robert E. Anderson, M.D.
Susan Sampson, MPH
President
Staff Epidemiologist
DSW Laboratories, Inc.
Irwin Memorial Blood Bank
3 Embarcadero Center
270 Masonic Avenue
Suite 2560
San Francisco CA 94118
San Francisco CA 94111
"
OCR_dataset/ucsf_mss2015-01_011_060/18.pdf,typed,"Francis/ 16 October 1987
General Comments.
1. Government Responsibility. Prevention programs do not, by-
land-large, fit well into the private sector. Thus, it is the
government's responsibility to take the lead in AIDS prevention.
2. Policy Chaos. Because of the lack of informed leadership at
the highest levels of National and State governments, specific
policy guidelines for existing local programs to follow are
frequently confused and often lacking. Moreover, the distractions
constantly emanating from extremists, including elected officials,
consume an inordinate amount of field staff time and clearly
injure program goals.
3. Advisory Committees. Expert advisory committees need to be
established at State and local levels. These committees need to
have responsibility and power to act on their recommendations.
Some way must be devised to convince political leaders that these
are necessary, must be of high quality scientifically, and will
shield them from many of the politically sensitive issues
surrounding AIDS.
4. Location of Effort. Because of variations in ethnic,
geographic and behaviroal characteristics of at-risk populations,
the ultimate workings of AIDS prevention must be at the local
(county/city/community) level.
5. Current Status. It must be realized that, even in a
relatively well funded area such as California, only a skeleton of
an acceptable AIDS prevention program exists in all but a few
areas. Major increases in local staffs are required to field true
AIDS prevention.
6. Prevention Consumed by Treatment. More and more time of AIDS
""prevention"" staff is being spent dealing with the social and the
personal upheaval caused by the occurrence of AIDS. This must be
factored in when planning AIDS prevention funding
7. Funding/Hiring Mechanisms. The current processes by which
government funds are obtained and allocated and ultimately spent
are unacceptably slow for fielding AIDS prevention programs.
Epidemiclogy/Surveillance
1. Case surveillance. Investigations of AIDS cases in established
risk groups should be shortened using short forms and engaging the
help of hospital staff such as infection control nurses.
Surveillance personnel should then concentrate their
investigations on AIDS patients and HIV-infected people having
2
"
OCR_dataset/ucsf_mss2015-01_011_059/31.pdf,typed,"65840
ENVIRONMENTAL HEALTH
TITLE 22
(p. 1800.88)
(Register 85. No. 2-1-12-85)
(f) Infectious waste, except for sharps capable of puncturing or cutting, shall
be contained in double disposable plastic bags which are impervious to mois-
ture and have a strength sufficient to preclude ripping, tearing or bursting
under normal conditions of usage and of handling the waste-filled bags. Each
bag shall be constructed of material of sufficient single thickness strength to
pass the 165-gram dropped dart impact resistance test as prescribed by Stand-
and D 1709-75 of the American Society for Testing and Materials and certified
by the bag manufacturer. The bags shall be securely tied so as to prevent
leakage or expulsion of solid or liquid wastes during storage, handling or trans-
port.
(g) Infectious sharps shall be contained for disposal in leakproof, rigid, punc-
ture-resistant containers such as cartons or metal cans which are taped closed
or tightly lidded to preclude loss of the contents.
(h) All bags used for containment and disposal of infectious waste shall be
red in color and conspicuously labeled with the words ""Infectious Waste"" or
with the international biohazard symbol and the word ""Biohazard"". Rigid con-
tainers of infectious sharps waste shall be labeled in the same way or placed and
secured in the disposable bags used for other infectious waste.
(i) Compactors or grinders shall not be used to process infectious waste until
after the waste has been rendered noninfectious. Infectious waste in bags or
other disposal containers shall not be subject to compaction by any compacting
device and shall not be placed for storage or transport in a portable or mobile
trash compactor.
(j) Infectious waste contained in disposable containers, as prescribed in sub-
sections (f), (g) and (h) of this section, shall be placed for storage or handling
in disposable or reusable pails, cartons, drums, dumpsters or portable bins. The
containment system shall be leakproof, have tight-fitting covers and be kept
clean and in good repair. The containers may be of any color and shall be
conspicuously labeled with the words ""Infectious Waste"", or with the interna-
tional biohazard symbol and the word ""Biohazard"", on the lid and on the sides
so as to be readily visible from any lateral direction when the container is
upright.
(x) Reusable containers for infectious waste shall be thoroughly washed and
decontaminated by a method approved by the local health officer or the De-
partment each time they are emptied, unless the surfaces of the containers have
been completely protected from contamination by disposable liners, bags or
other devices removed with the waste. Approved methods of decontamination
include, but are not limited to, agitation to remove visible soil combined with
one of the following procedures:
(1) Exposure to hot water of at least 82° C (180° F) for a minimum of 15
seconds.
(2) Exposure to chemical sanitizer by rinsing with or immersion in one of the
following for a minimum of 3 minutes:
(A) Hypochlorite solution (500 ppm available chlorine).
(B) Phenolic solution (500 ppm active agent)
(C) Iodoform solution (100 ppm available iodine).
(D) Quaternary ammonium solution (400 ppm active agent).
(1) Reusable pails, drums, dumpsters or bins used for containment of infec-
tious waste shall not be used for containment of waste to be disposed of as
noninfectious waste or for other purposes except after being decontaminated
by procedures as described in part (k) of this section.
"
OCR_dataset/ucsf_mss2015-01_011_059/45.pdf,typed,"mprevrx/DF/1 Dec 87
TARGETING AIDS PREVENTION EFFORTS TOWARDS HIV INFECTED PERSONS.
The concept of Prevention/Treatment Centers
Donald P. Francis M.D., D.Sc.: Robert Anderson, M.D. : Michael
E. Gorman, Ph.D, M.P.H., Martin Fenstersheib, M.D. and Marcus
Conant, M.D.
Introduction. Through the centuries human infectious diseases
have maintained their existence through transmission of their
causative agents from infected persons to uninfected persons. To
combat these diseases, prevention programs have attempted to
interrupt this process and thus terminate, one-by-one, these
""chains of transmission"". Depending on the disease, various
prevention modalities have been used.
Although there is no available vaccine or prophyulactic therapy
for human immunodeficiency virus (HIV), other effective prevention
modalities do exist for acquired immunodeficiency syndrome (AIDS).
The major one is teaching humans how to adjust their behaviors to
mimimize the risk of further infections. Since the majority of HIV
infections are transmitted through consensual acts (sexual
intercourse and sharing of intravenous drug-using paraphenalia),
people have a choice whether they wish to risk infection. Given
this factor of choice, which can be influenced by risk reduction
programs, substantial reductions in HIV transmission can be
realized ().
Because HIV infection is not evenly distributed across any
country, but is instead concentrated in specific settings where
1
"
OCR_dataset/ucsf_mss2015-01_011_059/54.pdf,typed,"Draft 3 Dec
PURPOSE AND ACCOMPLISHMENTS OF CDC AIDS ADVISOR POSITION
AT CALIFORNIA DEPARTMENT OF HEALTH SERVICES
Goal: Prevent the transmission of human immunodeficiency virus in
a manner which is maximally effective yet causes the minimum of
social disruption.
Objectives:
1. Assist the State of California in its quest to manage the
current AIDS epidemic and prevent future spread of infection.
2. Design and field national model AIDS prevention and
surveillance programs.
3. Evaluate the usefullness of a Federal AIDS assignee to a
state in terms of unifying and coordinating the major public
health, medical, governmental, political, and community
group's actions to prevent and manage the AIDS epidemic.
4. Speed communications/problem solving of field issues with
State and Federal authorities.
5. Stimulate and assist the private, academic, and
govermental pursuit of an HIV vaccine.
6. Assist State researchers towards answering critical AIDS-
related questions.
7. Assist the State Viral and Ricketsial Disease Laboratory
in strategy and implementation of AIDS prevention activities.
8. Assist other States and Countries in AIDS prevention
activities.
Major Atcomplishments:
Planning/Coordination Documents:
1. State AIDS Plan
2. Prevention of AIDS in the U.S. (Francis and Chin)
3. State War on AIDS
4. Title X Family Planning Guidelines.
5. State Prevention Message.
Pilot Projects:
1. Sentinel Berologic-Surveillance
-pilots in Alameda and Riverside Counties (completed)
-Statewide survey (completed)
-5 to 7 county program (being funded)
2. Prevention/Treatment Centers (2 counties-beginning)
3. Contact tracing feasibility (Padian-beginning)
1
"
OCR_dataset/ucsf_mss2015-01_011_061/2.pdf,mixed,"STATE OF CALIFORNIA
OFFICE MEMO
DATE
STD 100 (REV 12:85)
86 38867
6/29/87
TO.
James CuRRan, MD
CDC
ROOM NUMBER
FROM
Abbe HAVens, Secretary to
Don FRAncis, MD
415
PHONE NUMBER
540.252
SUBJECT
LetteR SUBMitten to JAMA
DR. Curran.
ATTACHED you will find a copy
of A letter written to JAMA for
puBlicATion
If you have any questions
please CAll me
Abbe
Put your thoughts to work. Submit a MERIT AWARD SUGGESTION.
"
OCR_dataset/ucsf_mss2015-01_011_060/2.pdf,mixed,"This was the letter inside
Communicable Disease Reaearch Center
86334 Wilshire B1 # 654
Los Angeles, CA 90051
my have
month
int
Dear Mr.
One of our recent patients has given us your name to contact as a possible carrier
of the A.I.D.S. Virus. (Aquired Immune Deficiency Syndrome) We strongly urge you
contactthe nearest disease testing center in your area to have a routine blood
examination. We also strongly suggest you refrain from sexual activity until you
have been tested.
Sincerely,
Dr. Benjamin Dover
C.D.R.C.
"
OCR_dataset/ucsf_mss2015-01_011_059/3.pdf,mixed,"ADDITIONAL CONFIDENTIAL COMMENTS FOR THE EDITOR (including suitability for this journal): Specify the reasons
*that have led to your judgment. Indicate which of your comments to the author are major requirements for revision and which are
comments for optional revision.
A clear counce paper Maybe
the was a fortunitous collection
of participants t specimens but,
so what, it answers an
important question
Signature of Consultant
Name and address of reviewer
if other than that given on the front
Signature of Other Reviewer (if any)
of this form:
ET/1182/5M
"
