path,format,ocr
OCR_dataset/mss94-28_008_016/3.pdf,typed," 

As the Government announces a 66 per cent
cut in its grant to the Terrence Higgins Trust,
SIMON WATNEY examines the state of UK
HIV/Aids funding

DEALLY, funding for HIV and Alds

would be directly based on the

most reliable, up to date statistics

Changing HIV figures would pro-
vide the basis {or genoral and target-
ed HIV prevention work, whilst chang:
ing Aids figures would dotermine
planning for hospital and community-
based services, including the cost of
tieatinent diugs. Unfortunataly how-
evel, the real current and {ulure needs
of the epidemic continue to be
obscured by complex social, cultural
and political factors.

The British government has tn fact
spent a very greal deal of money
indeed in the name of HIV/Alds work,
yet much if not most of this has been
wasted, as the resull of bad research
and bad policies. Government {unding
continues to be based on the hope-
lessly inisguided approach which it
established in 1986, depicting every-
one in Britain as if we ate all al equal
tisk fon HIV.

All along, the goal of preventing a
hypothetical epidemic resulting from
heterosexual transmission has been
givens priotity over the goal of slowing
and stopping the real epidemic, which
continues to have a disproportionate
impact amongst gay and bisexual men,
Nor, unfortunately, are Aids charities
necessarily immune to the same mis-
guided approach.

But in order to understand the cur-
rent ctisis in funding it is helpful to look
at the complex relationship between
the statutory and voluntary sectors.

Laigely as a resull of lobbying done
by gay men, the government since
1986 has provided substantial core-
{unding to set up (or ""pump:-prime” as
the jargon goes) new organisations in
the voluntary sector, responding to the
omerging needs of the epidemic. It has
now been decided thal such resources,

12

known as Section 64 funding, should
henceforth be restricted to a maximum
of £450,000 por annum, per organi:
sation. The Terrence Higgins Trust's
annual grant will thus be cut from
£145,000 down to £150,000 over the
next three years. This is Justified by the
government as a means to ‘provide a
proper balance belween [Aids] end
other pressing demands"", and to
release {unde to opsn up new areas of
work.

However, the Department of Health
has also cloarly stated thal the new fis-
cal policy “in no way represents a less-
ening of our commitment fo HIV/Aids
in general’, “In the same way,"" health
minister Baroness Cumberlage said,
“the maintenance of the grant to the
Terrence Higgins Trust at what Is still
a comparalively high level, compared
with many other voluntary bodies, is,
and is intended {o be, the cleares! pos-
sible demonstration of the value we
attach fo the continuing work of the
Trust.”

Spending cholces

This may at fist sound all very wali,
and even ‘democratic’, until one stops
to ask onesall what other incurable
epidemics are currenlly rig In Britain?
Indeed, itis the vary idea that the work
of the Terrence Higgins Trust can
somehow be compared to that of
other non HIV/Alds charities which is
s0 glarming, {or it signa's thal the gov-
ernment still has no real sense of the
scale of the emergency growing daily
in the wake of HIV amongst gay men
throughout Brilaln. Nor dogs It sug-
gest thal the government fully appra-
ciales that wilh three quarters of all
UK HIV/Alds cases being in London,
i is urnteasonable nol to respond
financially where the need is damnon-

strably greatest.

This is nat an “equal opportunity”
epidemic. The sama quaniities of fund-
ing are not needed for every cocial
constituency. For the foreseeable
future it will continue to be gay men
who make up the great majorily of
cases, and who are al greatest risk. In
teliospect, ona of the greatest
tragedies in the management of the
UK epidemic hes been the way in
which cantral government has direct
ed vast sums of money to provide HIV
education and support services where
they are least needed, rather than
where they are mos! wanted.

For example, there are now some
2230 full-time HIV co-ordinators work-
Ing In local districts of the National
Health Service, One cartainly hopes
that they have some impact in pre-
venting heterosexyal transmission.
However, as Pater Scott, editor of the
National Aids Manual , points out, only
20 or so of these are working where
il actually matters most, in places
such as Brighton, Bristol, Manchester,
Glasgow, and of course London. Fur-
thormore, as Scott argues, il can be
very difficult to persuade distict health
authorities (0 spend their money wige-
ly, or sometimes to spand it at all,
since this repeatedly invalves battles
on a local basis between HIV co-ordi-
nators and their superiors In public
health and health promotion, for
whom Aids is frequently a low ptiori-
ty, and who tend to lack any sense
whatsoever of gay man ag 8 sociat
constituency to which they might have
€ profassional responsibility,

Unfortunately it is often difficult or
even impossible for the larger reaion-
al health autherities to make sure that
the money they ate obliged to hand on
lo the districts Is being approptiately
spent. Nor is if clear that as financial

cute bite deeper Into the WHS and focal
government, that either health author-
ities or focal authorities will be prepared
to ‘purchase’ sarvices by contract from
the voluntary sector organisations with
createst experiance. Certainly it would
be most regrettable It district health
authoritias, mostly themselves far away
from the metropolitan centres of the
epidemic amongel gay arid bisexual
men, become able to define and con-
tro! HIV/Aids policies tn the Inner cities
because they hold the purse-strinas
¢n which non-government Alds service
organisations such as THT will Inereas-
ingly depend,

Bluntly speaking, this means that if
districts won't purchase sorvices tar-
geted al gay man, those services will
have to rely on private sector funds if
they are to survive, let alone if they are
to be developed. I don't think these are
necessarily {he government's inten:
tions, but they are nonetheless the
most likely resulis of the present poli-
cies. We'll end up with hundrods of
awtul, moralistic, useless, so-called
‘HIV education” videos for helerosex-
val teenagers, nore boring posters at
the doctor's, and nex to nothing being
done for gay men.

Collaboration

The government Is currenty send-
ing oul somewhal confused and con-
tradictory signals about HIV/Aids poli.
cies and funding, Henpily the Secretary
of State for Health was not slamiped-
ad by the media Into implementing
impractical HIV testing policies for WHS.
staff, After all, where would such poli-
cies end? Would there be calls for
{eachors to be rovtinsly and regularly
tested, or even Cabinet Ministers? Yet
Nis Bottornlgy does not seem to grasp
the urgent need to target resources.

GAY TIMES MAY 93
"
OCR_dataset/mss94-28_008_016/6.pdf,typed,"i

Whilst the government Is doubtless
only too glad to be able to off-load
potentially costly services onto the vol-
untary sector, the latest “equal oppor-
{unities"" approach to funding from the
Department of Hoalth flies in the face
of epidemiological reality. The very
charities which face the wholly pre-
diclabla inci ease in Aids cases over
the coming few years are being pun
ished because thelt work does not con-
form to the government's dogmatic
“politically correct” view of the nature
af the UK epidemic,

Whilst the government wishes to be
seen {9 prevent the possibility of an
epidemic amongst heterosexuals, it is
not prepared to address or combat tho
actual enidemic, which is amongst! gay
and bisexual men. As I've been
repeatedly arguing in this column and
elsewhere for more years than | some-
times care to remember, there is not
in fact one single epidemic going on at
all, but several different epidemics, with

GAY TIMES MAY 93

  
 
 
 

dillerent time-scales, affecting differ-
ent social graups according to diller-
ent modes of HIV transmission, and
cach requiring different types of
response and funding, Nor is it espe-
cially surprising that the government
is currently adjusting its HIV/Aids poli-
cies without consultation with the vol-
unary sector, since It originally allo-
cated funds in the first place without
any such consultation.

The real Issue, as Peter Scott
insists, is ‘how to deal with an epi-
demic cost-effectively, with necessar-
ily limited tesources”.Clearly, efficient
services must be made avallable to
everyone living with HIV and Aids, and
this will involve local authorities in rela-
tion to housing and benefits for exam-
pla, health authorities in relation to
freatment and care, and the voluntary:
sector for further support provision.
The vital need to co-ordinale resources
from such disparate Institutions can
only be achieved by central planning

Virginle

me Botlomley:
| Not
addressing
the real
epldemle

Similarly, prevention work requires
a coherent approach, which proceeds
from a recognition and respect of the
ways in which gay men’s lives differ
from those of most helerosexuais,
vather than from the delusion that
everyone is exactly the same, regard
less of gender or sexuality. Indeed. it
may well be the case that targeted,
community-based HIV prevention work
for gay men cannot realistically be
accommodated within the older Aids
service organisations, which were
mostly long since de-gayed.

Perhaps the very notion of charities
which attempt to undertake every
imaginable task is also out of date and
now fundamentally mistaken? Why for
example should we expect an organ-
isation which specialises in housing
problems facing people with HIV or
Aids {o also laad the field in HIV pre-
vention, or ""gangral” telaphone coun-
selling for that matter? Hence the sig-
nificance 6! the recently launched Stop

Aids Pioject, which has resulled trom
an unusually entightenod collaboration
between regional health authorities in
north London, Whilst boing ""housed in
tho voluntary sector with both the Ter-
tence Higgins Trust and Gay Men
Fighting Aids. This is ore example of
A pragmatic, regional response, with
Prope! planning and initial resourcing,
which proceeds from the recognition
thal gay men have parlicular needs in
London as a whole. Yel itis chilling to
think thal even today, nobody hat aver
conducted a proper, rigorous needs-
assessment for gay men anywhere in
Britain, on: the basis of which a prop-
ar national Aids plan might be daval-
oped, with clear funding parameters.

Moral debate

In this respect, the question of who
pays for the Aids crisis constantly
reluins us to the question of what the
State is actually for? This is not, [ think,
@ question ¢f party politics, After all,
the Labour Pay has consistently failed
to understand this epidemic, and In
Holland last year it was a socialist-fem-
inigt who implemented culs on pre-
vention work for gay men in a mannar
which Mrs Bottomley must have
warmed tc. In all of this, the debate we
need concems the very principle of
State responsibility for citizens facing
an unprecedented emergency.

Sadly, It is plainly obvious that In
Britain, as in other countries, gay men
ate not generally regarded as 2 fun-
damental social constituency within the
wider social formation. In funding as
elsewhere il seems that we are losing
the moral debate constructed around
HiViAids, and it is far from clear how
many poople in power would agree
with Edward King’s recent observation
that: “At a time when it is increasingly
popular fo search for complex eypla-
nations for continuing or increasing fev-
els of unsafe sexual behaviour among
gay and bisaxual men the most obvi-
ous explanation - lack of continuing
oducation about safer sex — must not
be overlooked.” (BMJ, March 20th, p
792). Right now the most crucial ques-

tions concen who controls funding,

and how we can win the mora! debate
aboul HIV/Aids. The two are not
unconnected,

a
3
"
OCR_dataset/mss94-28_008_016/124.pdf,typed,"John o. James 419/255-4659 &g5/10/93 2:04PM O35

Technology

Fax broadcast technology as backbone of phone tree. Ultimately,
electronic mail will be more important than fax. But now and for some time to come,
most organizations will be familiar with fax and set up to receive it, but not ready for e -
mail. Therefore we should start now with fax broadcast, add optional e-mail ASAP, and
offer the choice of receiving alerts either way.

Fax broadcast allows you to send a fax once, from an ordinary fax machine or
from a computer, and have it delivered automatically to dozens, hundreds, or
thousands of fax machines. MC! Mail offers a fax broadcast service which appears very
economical — probably less than the cost of sending on ordinary fax long distance,
and start-up costs are negligible. You maintain your own lists (in their equipment),
using their software on your IBM-compatible computer. For example, you could have
lists of organizations/volunteers by Congressional subcommittees, meaning that you
could send one fax which would automatically go to persons who lived in (or within
local calling distance of) members of the subcommittee and who were interested in the
issue at hand; these recipients would then pick up their phones and call their personal
lists of people willing to make the calls (or write) to their representatives. By keeping
your lists current (as people move, etc.), you could call a targeted national mobilization
and have calls start coming in to all the committee or subcommittee offices fhe same
day the action alert is composed and approved.

Note that the end recipients (who make the cails to their representatives) only
need to have a telephone — not a fax. The local organization or organizer who
activates them only needs to receive ordinary fax. Only the central organization(s) need
more technology — a personal computer and a person trained to use the fax-broadcast
system, including its list-maintenance software.

Electronic mail. E-mail is less expensive and more flexible than fax. In
addition, one of its greatest virtues is the doors it opens for working relationships with
thousands of allies in potentially friendly movements (such as the environment, civil
liberties, Latin America or other geographic areas, etc.) whom we might not otherwise
reach,

We should encourage e-mail in general, and offer it as an option for receiving
action alerts (where it not only will save money compared to fax, but encourage two -
way and multi-way communication). Also, e-mail is the best way to circulate drafts of
action alerts, for editing and sign-off by representatives of the different organizations
which are coordinating their alerts.

For more details on e-mail, see ""Electronic Mail for Political Mobilization,
Community Building"" in A/DS Treatment News #172, April 2, 1993.

Politics

This isn't my area of expertise. But as an observer and a ""consumer"" of action
alerts, here is what | would like to see:
"
OCR_dataset/ucsf_mss2015-01_011_062/1.pdf,typed,"|

OB. 21.90
CHRON _ FIcEéS | HIssing LOU.
C Be vi oe eerste
1IQ@ge Tan FEB, HAR., APR. KAN June, Tacy
pated
Reg., SEPT

L487 TAd, MAR) ACR Nou

7?

 

1488 Fes, HAR APR,
"
OCR_dataset/ucsf_mss2015-01_011_060/10.pdf,typed,"Connie Wofsy, M.D.

Associate Director of the Division of AIDS Activity
San Francisco General Hospital

Ward 84

San Francisco CA 94110

Warren Winkelstein, M.D.; MPH
Professor, Epidemioclagy
Epidemiology Program

University of California, Berkeley
140 Warren Hall

Berkeley CA 74720

Jim Wiley, Ph.D.
Assistant Director
Survey Research
Building C

2538 Channing Way
Berkeley CA 974720

John Watters, Ph.D.

Director, Urban Health Studies
Haight Asbury Free Medical Clinic
1779 Haight Street

San Francisco CA 94117

Robert E. Anderson, M.D.
President

DSW Laboratories; Inc.

3 Embarcadero Center
Suite 2560

San Francisco CA 94111

George Lemp, Dr.P.H.

Chief, Surveillance Department

San Francisco Department of Health
1444 Market Street

4th Floor

San Francisco CA 94103

John S. Greenspan, B.Sc.,BDS, PhD
Director

Oral AIDS Center

University of California, San Francisco
School of Dentistry

HSW 604

San Francisco CA 94143-0512

Larry Bye

President

Communication Technologies
260 California Street

#803

San Francisco CA 94111

Elizabeth Donnegan, M.D.

Director

Blood Bank

University of California, San Francisco
P. O. Box 0100

San Francisco CA 94142

Susan Sampson, MPH
Staff Epidemiologist
Irwin Memorial Blood Bank
270 Masonic Avenue

San Francisco CA 94118
"
OCR_dataset/ucsf_mss2015-01_011_060/18.pdf,typed,"Francis’ 16 October 1937

General Comments.

1. Government Responsibility. Frevention pregrams da nota by-
and-larges fit well inte the private sector. Thus, it is the
gevernment*’s responsibility ta take the lead in AIDS prevention.

@. Policy Chaos. Because of the lack of informed leadership at
the highest levels of National and State gevernments, specific
policy guidelines for existing lecal pregrams te follow are
frequently cenfused and often lacking. Mereever, the distractions
constantly emanating from extremists, including elected officials,
consume an inordinate amount of field staff time and clearly
injure program gcals.

3. Advisory Cammittees. Expert advisory committees need ta be
established at State and local levels. These cammittees need ta
have responsibility and power to act on their recommendations.
Some way must be devised ta convince political leaders that these
are necessary, must be of high quality scientificallys and will
shield them fram many of the politically sensitive issues
surrcunding AIDS.

%. Lecatian of Effeart. Because af variations in ethnics
geographic and behavireal characteristics of at-risk populations,
the ultimate workings of AIDS prevention must be at the local
(county/city/cammunity) level.

S. Current Status. It must be realized that, even ina
relatively well funded area such as Californias only a skeleton of
an acceptable AIDS prevention program exists in all but a few
areas. Major increases in local staffs are required te field true
AIDS prevention.

6. Frevention Consumed by Treatment. More and more time of AIDS
""srevention"" staff is being spent dealing with the social and the
persemal upheaval caused by the occurrence of AIDS. This must be
factered in when planning AIDS prevention funding

7. Funding/Hiring Mechanisms. The current processes by which
gevernment funds are obtained and allocated and ultimately spent
are unacceptably slaw for fielding AIDS prevention pragrams.

Epidemiclogy/Surveillance

1. Case surveillance. Investigations of AIDS cases i
risk groups sheuld be shertened using short forme and
help ef hespital staff such as infection centrol nurse
Surveillance persennel sheuld then concentrate their

investigations on AIDS patients and HiV-infected people having.

 

rh

 
"
OCR_dataset/ucsf_mss2015-01_011_059/31.pdf,typed," 
  

Ips

 

= —

 

§ 65849 ENVIRONMENTAL HEALTH TITLE 22
(p. 1800.88) . (Register 8, No. 2—1-12-25)

(f} Infectious waste, except for sharps capable of puncturing or cutting, shall

be contained in double disposable plastic bags which are impervious to mois- -

ture and have a strength sufficient to preclude ripping, tearing or burstin
under normal conditions of usage and of handling the waste-filled bags. Fach
bag shall be constructed of material of sufficient single thickness strength to
pass the 165-gram dropped dart impact resistance test as prescribed by Stand-
ard D 1709—75 of the American Society for Testing and Materials and certified
by the bag manufacturer. The bags shall be securely tied so as to prevent
leakage or expulsion of solid or liquid wastes during storage, handling or trans-

port.

(g) Infectious sharps shall be contained for disposal in leakproof, rigid, punc-
ture-resistant containers such as cartons or metal cans which are taped closed
or tightly lidded to preclude loss of the contents.

(h) All bags used for containment and disposal of infectious waste shall be
red in color and conspicuously labeled with the words “Infectious Waste” or
with the international biohazard symbol and the word “Biohazard”. Rigid con-
tainers of infectious sharps waste shall be labeled in the same way or placed and
secured in the disposable bags used for other infectious waste. :

(i) Compactors or grinders shall not be used to process infectious waste until
after the waste has been rendered noninfectious. Infectious waste in bags or
other disposal containers shall not be subject to compaction by any compacting
device and shall not be placed for storage or transport in a cat or mobile
trash compactor.

(j) Infectious waste contained in disposable containers, as prescribed in sub-

* sections (f), (gz) and (h) of this section, shall be placed for storage or handling
in disposable or reusable pails, cartons, drums, dumpsters or portable bins. The
containment system shall be leakproof, have tight-fitting covers and be kept
clean and in ie repair. The containers may be of any color and shall
conspicuously labeled with the words “Infectious Waste”, or with the interna-
tional biohazard symbol and the word “Biohazard”, on the lid and on the sides
SO as = be readily visible from any lateral direction when the container is
upright.

(k) Reusable containers for infectious waste shall be thoroughly washed and

’ decontaminated by a method approved by the local health officer or the De-
paw each time they are emptied, unless the surfaces of the containers have
en completely protected from contamination by disposable liners, bags or
other devices removed with the waste. Approved methods of decontamination
include, but are not limited to, agitation to remove visible soil combined with
one of the following procedures:

Bh panna to hot water of at least 82 C (180° F) for a minimum of 15
seconds. . .

(2) Exposure to chemical sanitizer by rinsing with or immersion in one of the
following for a minimum of 3 minutes: .

(A} Hypochlorite solution (500 ppm available chlorine).

(B) Phenolic solution (500 ppm active agent).

(C) Iodoform solution (100 ppm availabie iodine).

(D) Quaternary ammonium solution (400 ppm active agent).

(I) rene fo drums, dumpsters or bins used for containment of infec-
tious waste shall not be used for containment of waste to be disposed of as
noninfectious waste or for other purposes except after being decontaminated
by procedures as described in part Os of this section.

 

BAS ROAR ES ge tl RA geet BSP Re AR I Oe RE RT TS tt ag EY OM alc PE TY
—

sme? PORT eee Fk, Se

 

   
 
 
 
 
 
 
 
 
 
  
   
  
  
 
 
  
 
 
 
 
 
 
 
  
 
 
 
 
 
 
  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
  

 

 
"
OCR_dataset/ucsf_mss2015-01_011_059/45.pdf,typed,"mprevrx/DF/1 Dec 87

TARGETING AIDS PREVENTION EFFORTS TOWARDS HIV INFECTED PERSONS.
The concept af FPrevention/Treatment Centers

Donald F. Francis M.D., D.Sc... Rebert Andersans M.D., Michael

—. Germans Ph.Ds M.P.H.» Martin Fenstersheibs, M.D. and Marcus
Cemants M.D.

Intreduction. Through the centuries human infectious diseases
have maintained their existence through transmission of their
Causative agents fram infected cer Enna te uninfected persans. Te
combat these diseases, prevention programs have attempted ta
interrupt this proecess and thus terminate, one-hy-one,s these
“chains of transmission"". Depending on the disease, varicus

prevention modalities have been used.

Altheugh there is no available vaccine or prophyulactic therapy

for human immunedeficiency virus (HIV), other effective prevention
medalities de exist for acquired immuncdeficiency syndrome (AIDS).
The major one is teaching humans how to adjust their behaviors te
mimimize the risk of further infections. Since the majority of HIV
infections are transmitted threugh censengual acts (sexual
intercourse and sharing of intravencus drug-using paraphenalia)s
peaple have a cheice whether they wish tea risk infection. Given
this factor af cheice, which can be influenced by risk reduction
pregrams, substantial reductions in HIV transmissian can be

realized (),

Because HIV infection is not evenly distributed across any

countrys but is instead cencentrated in specific settings where
"
OCR_dataset/ucsf_mss2015-01_011_059/54.pdf,typed,"Draft 3 Dec

FURFOSE AND ACCOMPLISHMENTS OF CDC AIDS ADVISOR FOSITION
AT CALIFORNIA DEPARTMENT OF HEALTH SERVICES

Goals Prevent the transmissicen of human immuncdeficiency virus in
a manner which is maximally effective yet cauges the minimum of
sechal disruption.

Objectives:
1. Assist the State of Califarnia in its quest ta manage the
current AIDS epidemic and prevent future spread of infection.

2. Design and field national medel AIDS prevention and
surveillance programs.

3. Evaluate the ugefullness af a Federal AIDS assignee ta a
state in terms af unifying and ceardinating the major public
health», medicals, gavernmental, political, and cemmunity

group*s actions ta prevent and manage the AIDS epidemic.

4%, Speed camminicatians/probleam salving ef field issues with
State and Federal authorities,

oS. Stimulate and assist the private, academics and
govermental pursuit af an HIV vaccine.

& Assist State researchers tawards answering critical AIDS
related questions.

7. Mesiet the State Viral and Ricketsial Disease Laboratory
in strategy and implementation of AIDS prevention activities.

8. Assist other States and Countries in AIDS prevention
activities.

Major Accomplishments:

Flarning/Coordination Decuments s
1. State AIDS Flan
@. Prevention of AIDS in the U.S. (Francis and Chin)
3. State War on AIDS
4, Title X Family Planning Guidelines.
S. State Prevention Message.

Filet Frejectss
1. Sentinel Serelegic-Surveillance
~pilets in Alameda and Riverside Counties (campleted)
“Statewide survey (completed)
“S te Y ceunty pregram (being funded)
@. FPreventican/Treatment Centers (2 caunties-beginning)
3. Cantact tracing feasibility (Padian-beginning)

\
"
OCR_dataset/ucsf_mss2015-01_011_061/2.pdf,mixed,"STATE OF CALIFORNIA

OFFICE MEMO
STB 100 (REV 12/85)
86 38867

   

lz 7
TO. ———

Banwes Cumran, MD
CHC

ROOM NUMBER
FROM. AN

 

lone HANS , Seen tery mi
Den Frans ma)

SUBJECT
pe

 

   

 

 

 

 

Put your thoughts to work. Submit a MERIT AWARD SUGGESTION.
"
OCR_dataset/ucsf_mss2015-01_011_060/2.pdf,mixed," 

 

   

 
   
    
  
    
    
   

 

Communicable pisesse [Reabarch Center” wate Tee
86334 Wilshire Bl} #|654 : :

Los. Angeles, CA 905

Dear Mr. 2 a : :
t , :

a >
: ° : fa pte
One of our recent patients has given us your name, bo: contagt as a possible ‘carrier ZS

_of the A.I.D.S. Virus, (aquired ‘Immune Deficiency Syndrome) We strongly urge“you | ee

' contactthe nearest disease testing center in your area to have’ a routine blood
examination. We also strongly “Buggest you refrain from sexual activity: until you
have been tested. ae ‘ Nae

Sincerely,

Dr. Benjamin Dover
C.D.R.C. “
"
OCR_dataset/ucsf_mss2015-01_011_059/3.pdf,mixed,"ADDITIONAL CONFIDENTIAL COMMENTS FOR THE EDITOR (including suitability for this journal): Specify the reasons
“that have led to your judgment. Indicate which of your comments to the author are major requirements for revision and which are
comments for optional revision.

 

 

 

i

a ae

Signature of Consultant

 

Name and address of reviewer
if other than that given on the front Signature of Other Reviewer (if any)
of this form:

 

ET/1182/5M
"
OCR_dataset/mss94-28_008_016/8.pdf,mixed,"But if they base their claims for funding solely on the risks to heterosexuals, the case
for funding them will melt away if and when the heterosexual epidemic fails to
materialise. By contrast, those organisations which are clearly providing valuable
services to those genuinely in need will be in the strongest position to argue for
continuing and increasing financial support in the future.

Unfortunately, nearly all AIDS organisations seem to be stuck in the dogmas of the
eighties, like soldiers lost in a jungle, still fighting a war decades after peace has been
declared. For example, the National AIDS Trust dismissed out of hand the latest
epidemiological report which questions the extent to which HIV will spread beyond
high risk groups, even before it had been published. The London Lighthouse
newsletter ignores the reality of the British epidemic by dwelling on the unconnected
fact that heterosexual transmission is the most common route of infection in other
countries. Lighthouse director Christopher Spence MBE seems most concerned that
the heterosexuals of the future may judge the extent to which gay men were willing
to provide HIV services for everyone, and will find us wanting. But after six years
during which AIDS organisations have indeed tended to provide targeted services for
everyone except gay and bisexual men, AIDS organisations must wake up to the fact
that it is gay men who are now doing the Judging, and they who are being found
wanting.

er
_
———

a Rail

PS, Bimon ny aval i Wwe Ree eee ———

ak Me be p \ Wig BE) Sumy , re shos\o rene)

\ y

RADE i, “\ £.1Sd,v00 pe aA wrd tras Tvuat's Went

 

uo
cont Nase be tsb hvem Euso (S00 POWAN be E180 ovo ""
"
